user,review,rating,date,app,cleaned_review,review_length,month,year,detected_patterns,has_dark_pattern,pattern_count,detected_patterns_str
Red Eyes,it's improved a lot. but few things need to be fixed like customer support,4,2026-03-22 15:18:24,Zomato,it s improved a lot but few things need to be fixed like customer support,74,3,2026,[],False,0,none
Shivam K Agrawal,"I am extremely frustrated and disappointed with the consistently poor service I have been experiencing with Zomato. Late deliveries have become a regular issue, and it seems like no effort is being made to fix it. Every single time I place an order, I have to mentally prepare myself for delays, excuses, and complete inconvenience. What is the point of ordering food if it never arrives on time.",1,2026-03-22 15:17:04,Zomato,i am extremely frustrated and disappointed with the consistently poor service i have been experiencing with zomato late deliveries have become a regular issue and it seems like no effort is being made to fix it every single time i place an order i have to mentally prepare myself for delays excuses and complete inconvenience what is the point of ordering food if it never arrives on time,396,3,2026,[],False,0,none
saurav nagpal,Very good & fast delivery,5,2026-03-22 15:12:31,Zomato,very good fast delivery,25,3,2026,[],False,0,none
Kannan Live,FOOD DELIVERY VERY DELAY 😕,3,2026-03-22 15:11:17,Zomato,food delivery very delay,26,3,2026,[],False,0,none
Ashu,literally this my First time to order with zomato but there service very poor I'm waiting for my order for 1 hours but shocking is resturant was just 2 km away. i ordered non peak time 1 am but still taking too much time that why I always prefer swiggy they always delivered on time yrr ek toh order late and items also missing in package,1,2026-03-22 15:09:45,Zomato,literally this my first time to order with zomato but there service very poor i m waiting for my order for 1 hours but shocking is resturant was just 2 km away i ordered non peak time 1 am but still taking too much time that why i always prefer swiggy they always delivered on time yrr ek toh order late and items also missing in package,338,3,2026,[],False,0,none
Jayakanth Reddy,order cancelled after more than an hour of waiting and the customer care support didnt even want to listen. they called and cancelled the order.,1,2026-03-22 15:08:41,Zomato,order cancelled after more than an hour of waiting and the customer care support didnt even want to listen they called and cancelled the order,144,3,2026,[],False,0,none
W.Tansushe Thuviliu,very good and fast delivery and also delicious,5,2026-03-22 15:06:17,Zomato,very good and fast delivery and also delicious,46,3,2026,[],False,0,none
Amit,bahut achcha hai yah Zomato iske bare mein kya bolun main ismein cash on delivery bhi hai sab kuchh hai,5,2026-03-22 15:02:09,Zomato,bahut achcha hai yah zomato iske bare mein kya bolun main ismein cash on delivery bhi hai sab kuchh hai,103,3,2026,[],False,0,none
Shreeya,it's nice to have an option to get your food delivered,4,2026-03-22 14:58:50,Zomato,it s nice to have an option to get your food delivered,54,3,2026,[],False,0,none
Aaradhya reddy Lattupally,good !! but sometimes very delay in orders and there is no time management,4,2026-03-22 14:57:36,Zomato,good but sometimes very delay in orders and there is no time management,74,3,2026,[],False,0,none
smit pandya,pathetic service!! not upto mark nd that audacity to hike platforms fees this fees etc etc poor!! firstly improve your service then fees they are just looting people for name of fees nd gold charges just aweful shameless!!,1,2026-03-22 14:49:07,Zomato,pathetic service not upto mark nd that audacity to hike platforms fees this fees etc etc poor firstly improve your service then fees they are just looting people for name of fees nd gold charges just aweful shameless,222,3,2026,[],False,0,none
K K,khana order karo or plate ke liye alag se bolo..... comman sense kaha hai tumhaara,1,2026-03-22 14:44:24,Zomato,khana order karo or plate ke liye alag se bolo comman sense kaha hai tumhaara,82,3,2026,[],False,0,none
Vinothkumar Duraisamy,"poor delivery, they take over an hour to deliver food. whats the point and convenience of ordering food in this app when I can just go to the restaurant and have my food before the delivery time and pay less than what I paid in this app.",1,2026-03-22 14:44:20,Zomato,poor delivery they take over an hour to deliver food whats the point and convenience of ordering food in this app when i can just go to the restaurant and have my food before the delivery time and pay less than what i paid in this app,237,3,2026,[],False,0,none
Swadesh Kumar,"everthing in your door satp, one click",5,2026-03-22 14:38:30,Zomato,everthing in your door satp one click,38,3,2026,[],False,0,none
Mamta Sakshi,love 💕 it Zomato thank you i am enjoying food,5,2026-03-22 14:37:45,Zomato,love it zomato thank you i am enjoying food,45,3,2026,[],False,0,none
Prabha vijay,couldn't give zero so giving one star zomato is not as old good days price is too high and taking one hour for 10minutes delivery not responding thorough chat .guys move on to a better platform,1,2026-03-22 14:37:42,Zomato,couldn t give zero so giving one star zomato is not as old good days price is too high and taking one hour for 10minutes delivery not responding thorough chat guys move on to a better platform,193,3,2026,['roach_motel'],True,1,roach_motel
Jyoti P,why beaf raw meat is sold on swiggy.. bangalore crown meat is selling beaf on swiggy... this is wrong and should not be accepted,1,2026-03-23 11:08:27,Swiggy,why beaf raw meat is sold on swiggy bangalore crown meat is selling beaf on swiggy this is wrong and should not be accepted,128,3,2026,[],False,0,none
Sushanta Das,"Recently ordered medicine from Instamart & one medicine was missing from the list, when I realised & complained about this they replied that nothing is possible even after providing photos. Felt cheated as I was charged for the medicine which I never got. Not a reliable company and all the rules are in there own favour.",2,2026-03-23 10:54:53,Swiggy,recently ordered medicine from instamart one medicine was missing from the list when i realised complained about this they replied that nothing is possible even after providing photos felt cheated as i was charged for the medicine which i never got not a reliable company and all the rules are in there own favour,321,3,2026,[],False,0,none
Pramod Kumar,bacvas hai bhai koi order koi nhi kra outlet se Lena Gamesa,3,2026-03-23 10:38:20,Swiggy,bacvas hai bhai koi order koi nhi kra outlet se lena gamesa,59,3,2026,[],False,0,none
Kubra Taskeen,"it's really good you must try this app fast food delivery, all amazing restaurants available wonderful and variety of food available only at swiggy. when you are hungry order food on Swiggy🤗",5,2026-03-23 10:05:00,Swiggy,it s really good you must try this app fast food delivery all amazing restaurants available wonderful and variety of food available only at swiggy when you are hungry order food on swiggy,190,3,2026,[],False,0,none
Alok Anand,Same stupid AI response for every problem. Customer care support is literally non existent.,1,2026-03-23 09:48:21,Swiggy,same stupid ai response for every problem customer care support is literally non existent,91,3,2026,[],False,0,none
Himanshu,"charged wrong fee rainy fee charged on sunny day called cc , email them but no resolution",1,2026-03-23 09:44:09,Swiggy,charged wrong fee rainy fee charged on sunny day called cc email them but no resolution,89,3,2026,[],False,0,none
Sarika Suchiang,"worst experience ever 💔 I ordered pizza from domino's and it was not being delivered even after 2 hours of waiting and I also pre paid for it and when I asked for help, they said they'll check on it but they didn't. They only said that we'll fill a cancellation form for you and said it's done your refund will be done by 24 hours but where is my refund ? it has already been 2 days 11 hours and 58 minutes.",1,2026-03-23 09:36:24,Swiggy,worst experience ever i ordered pizza from domino s and it was not being delivered even after 2 hours of waiting and i also pre paid for it and when i asked for help they said they ll check on it but they didn t they only said that we ll fill a cancellation form for you and said it s done your refund will be done by 24 hours but where is my refund it has already been 2 days 11 hours and 58 minutes,407,3,2026,[],False,0,none
Nikhil Beck,the worst . as I am facing a refund issue. I tried to contact but it was still helpless.,1,2026-03-23 09:26:16,Swiggy,the worst as i am facing a refund issue i tried to contact but it was still helpless,88,3,2026,[],False,0,none
Ramanpreet Kaur,i am waiting for my order for legit 1 hour and they are saying to wait more and speaking rudely,1,2026-03-23 09:20:17,Swiggy,i am waiting for my order for legit 1 hour and they are saying to wait more and speaking rudely,95,3,2026,[],False,0,none
Vasundarabai5 Soundar,very fast and punctual,5,2026-03-23 08:52:16,Swiggy,very fast and punctual,22,3,2026,[],False,0,none
Rohit Rao,chai chaat is not picking my call the restaurant is not picking up my call there is no customer support chat option available,1,2026-03-23 08:01:59,Swiggy,chai chaat is not picking my call the restaurant is not picking up my call there is no customer support chat option available,125,3,2026,['roach_motel'],True,1,roach_motel
Sai Subash,"Very disappointing experience with Swiggy Dineout.There is no proper customer support for Dineout users. When you call Swiggy support, they simply say delivery and Dineout are handled separately and refuse to help. Emails go unanswered, and there is no accountability when issues happen. Customers are left stuck without any resolution, even after making payments. This kind of service is unacceptable. If you are using Dineout deals, be very careful—there is no reliable support system.",1,2026-03-23 07:56:28,Swiggy,very disappointing experience with swiggy dineout there is no proper customer support for dineout users when you call swiggy support they simply say delivery and dineout are handled separately and refuse to help emails go unanswered and there is no accountability when issues happen customers are left stuck without any resolution even after making payments this kind of service is unacceptable if you are using dineout deals be very careful there is no reliable support system,487,3,2026,[],False,0,none
shelton Gonsalves,"On multiple occasions, my orders have remained undelivered for over two hours, only to be canceled by the system afterward. This delay is unacceptable, but the experience is made worse by the fact that I am forced to follow up repeatedly with customer care just to secure a refund for services that were never rendered. What should be a convenient service has become a time-consuming and frustrating process.",1,2026-03-23 07:41:47,Swiggy,on multiple occasions my orders have remained undelivered for over two hours only to be canceled by the system afterward this delay is unacceptable but the experience is made worse by the fact that i am forced to follow up repeatedly with customer care just to secure a refund for services that were never rendered what should be a convenient service has become a time consuming and frustrating process,408,3,2026,['trick_question'],True,1,trick_question
Chaithanya Siva,"it's take too much time and Swiggy has no sense of timing, shows 30min and it's take 90min",1,2026-03-23 07:23:39,Swiggy,it s take too much time and swiggy has no sense of timing shows 30min and it s take 90min,90,3,2026,[],False,0,none
omprakash prajapat,"I ordered food on swiggy yesterday, items were missing thats why I complained to Swiggy as concerned restaurant with photo but no resolution given, complaint has been closed stating that we will take care next time it's terrible don't order on swiggy",1,2026-03-23 07:20:39,Swiggy,i ordered food on swiggy yesterday items were missing thats why i complained to swiggy as concerned restaurant with photo but no resolution given complaint has been closed stating that we will take care next time it s terrible don t order on swiggy,250,3,2026,[],False,0,none
Nilanjan “Neil” Gupta,why have you disabled the cash on delivery option on my account? very bad. Too difficult and time consuming to decide from the menu. As there is too much choice. The quality of the food is also questionable.,1,2026-03-23 07:00:02,Swiggy,why have you disabled the cash on delivery option on my account very bad too difficult and time consuming to decide from the menu as there is too much choice the quality of the food is also questionable,207,3,2026,[],False,0,none
kusum jha,third class delivery it's been 1 hour and there is no rider available,1,2026-03-23 06:15:40,Swiggy,third class delivery it s been 1 hour and there is no rider available,69,3,2026,[],False,0,none
Likith Shanbhag,never delivered on time better to shut this app or else give a disclaimer that at 12 pm we won't deliver it's better not to order and if we cancel the food you charge us cancellation fee and it's your duty to pay us back,1,2026-03-23 02:59:33,Swiggy,never delivered on time better to shut this app or else give a disclaimer that at 12 pm we won t deliver it s better not to order and if we cancel the food you charge us cancellation fee and it s your duty to pay us back,220,3,2026,[],False,0,none
Rishav Kushwah,This is worst app and there services are pathetic.They just accept order without confirmation of delivery partner. I had to cancel twice my order because of that.,1,2026-03-23 02:59:10,Swiggy,this is worst app and there services are pathetic they just accept order without confirmation of delivery partner i had to cancel twice my order because of that,162,3,2026,[],False,0,none
Anas Husain Mirza,koi order mat karna refund nahi karte hee. or koi support nahi milata he,1,2026-03-23 02:49:40,Swiggy,koi order mat karna refund nahi karte hee or koi support nahi milata he,72,3,2026,[],False,0,none
Syed Azam,"I used to give Swiggy 5 stars, but now it's an absolute nightmare—the WORST food app ever! We pay so much for these orders, yet they arrive a full hour late with cold, stale food that ruins everything. Customer support? Nonexistent—they ghost you completely. I'm furious and done—I'll NEVER use Swiggy again!",1,2026-03-23 02:44:22,Swiggy,i used to give swiggy 5 stars but now it s an absolute nightmare the worst food app ever we pay so much for these orders yet they arrive a full hour late with cold stale food that ruins everything customer support nonexistent they ghost you completely i m furious and done i ll never use swiggy again,308,3,2026,[],False,0,none
Vikas Singh,very bad service of costumer handling,1,2026-03-23 02:17:45,Swiggy,very bad service of costumer handling,37,3,2026,[],False,0,none
Adnan Khan,Good Application For 🥑🥝 Food,5,2026-03-23 02:17:22,Swiggy,good application for food,28,3,2026,[],False,0,none
Sameer Shah,"worst experience, worst timming overall worst app",1,2026-03-23 02:05:09,Swiggy,worst experience worst timming overall worst app,49,3,2026,[],False,0,none
Swarnodip Dutta,"bad delivery.Zomato is better.I want to give 0 star.Waited me for 2.5 hours and then saying at mid night,the order is cancelled due to some problem.Zomato is better.",1,2026-03-23 02:00:13,Swiggy,bad delivery zomato is better i want to give 0 star waited me for 2 5 hours and then saying at mid night the order is cancelled due to some problem zomato is better,165,3,2026,[],False,0,none
SRK E,"It is one of the worst customer care I have experienced. In 2 days, customer care treated me as if I am living on their mercy. Sad reality is that there is no alternative. They hire people who can hardly read/talk to deliver. A drunk delivery guy showed up an hour late last night. Today, the delivery guy picked up a wrong order and never delivered as he couldn't read. When I called customer care, the call was abruptly disconnected as the agent didn't have an answer. Very pathetic.",1,2026-03-23 01:56:19,Swiggy,it is one of the worst customer care i have experienced in 2 days customer care treated me as if i am living on their mercy sad reality is that there is no alternative they hire people who can hardly read talk to deliver a drunk delivery guy showed up an hour late last night today the delivery guy picked up a wrong order and never delivered as he couldn t read when i called customer care the call was abruptly disconnected as the agent didn t have an answer very pathetic,485,3,2026,[],False,0,none
Abhishek kumar,good morning sir maine pahle bhi bata diya tha kya aaj bhi review jaroori hai,5,2026-03-23 01:46:35,Swiggy,good morning sir maine pahle bhi bata diya tha kya aaj bhi review jaroori hai,77,3,2026,[],False,0,none
Raja kumar,worst user experience ever,1,2026-03-23 01:37:34,Swiggy,worst user experience ever,26,3,2026,[],False,0,none
Naveen Bakshi,worst online ordering app 2times order cancelled from the app side after 3hrs they refused to refund my money,1,2026-03-23 01:35:50,Swiggy,worst online ordering app 2times order cancelled from the app side after 3hrs they refused to refund my money,109,3,2026,[],False,0,none
Taran Saini,0 support. terrible service,1,2026-03-23 01:29:38,Swiggy,0 support terrible service,27,3,2026,[],False,0,none
Lidherpayal Prabh,very nice 💯 save and bhot vdiya ji raat nu v order aa janda yrr online pay v nhi Krna pinda cash on delivery v ho janda gud,4,2026-03-23 01:24:41,Swiggy,very nice save and bhot vdiya ji raat nu v order aa janda yrr online pay v nhi krna pinda cash on delivery v ho janda gud,123,3,2026,[],False,0,none
deepak chauhan,"kabhi bhul k bhi food order mat karna na support hai na resturant phn pick karta hai bhaut hi bad isse acha zomato, magicpin,ola",1,2026-03-23 01:17:49,Swiggy,kabhi bhul k bhi food order mat karna na support hai na resturant phn pick karta hai bhaut hi bad isse acha zomato magicpin ola,128,3,2026,[],False,0,none
Merwyn Pawar,blinkit is better after 12.30 am order don't order from here service is bad,1,2026-03-23 01:04:06,Swiggy,blinkit is better after 12 30 am order don t order from here service is bad,75,3,2026,[],False,0,none
Biswajit Mog,bat Delivary late delivery,1,2026-03-23 00:58:40,Swiggy,bat delivary late delivery,26,3,2026,[],False,0,none
aarav Kumar,"I am extremely disappointed with my experience. I placed my order 45 minutes ago, which included two burgers and a meal, and the preparation time was already quite long. Even after waiting this long, my order was still not ready. I contacted the delivery partner, and he informed me that the restaurant hasn’t even prepared the order yet. This level of delay and lack of coordination is completely unacceptable. Such poor service wastes the customer’s time and creates unnecessary frustration.",3,2026-03-23 00:57:30,Swiggy,i am extremely disappointed with my experience i placed my order 45 minutes ago which included two burgers and a meal and the preparation time was already quite long even after waiting this long my order was still not ready i contacted the delivery partner and he informed me that the restaurant hasn t even prepared the order yet this level of delay and lack of coordination is completely unacceptable such poor service wastes the customer s time and creates unnecessary frustration,493,3,2026,[],False,0,none
MANGESH SINGH,3rd क्वालिटी सर्विस माइनस ka कोई star नहीं तो वही देता,1,2026-03-23 00:53:27,Swiggy,3rd ka star,54,3,2026,[],False,0,none
Sangeeta Chakraborty,"cheating app . please don't use .Recently I placed an order of ₹230 in Instamart , and cancelled it immediately within a minute to apply for some coupon and order again. However, an amount of ₹230 has been charged , that is , a total cancellation charge of 100% the order value, which is quite acceptable and disappointing. I have not received the deducted amount or the necessary charges till now .",1,2026-03-23 00:40:12,Swiggy,cheating app please don t use recently i placed an order of 230 in instamart and cancelled it immediately within a minute to apply for some coupon and order again however an amount of 230 has been charged that is a total cancellation charge of 100 the order value which is quite acceptable and disappointing i have not received the deducted amount or the necessary charges till now,399,3,2026,['forced_subscription'],True,1,forced_subscription
Ravikant Satbhai,"it is the worst app, it's helplinen no. is always closed and it failed most of the times to deliver the orders. and also he is not pay money back or refund it. it is the worst app I seen ever.",1,2026-03-23 00:38:13,Swiggy,it is the worst app it s helplinen no is always closed and it failed most of the times to deliver the orders and also he is not pay money back or refund it it is the worst app i seen ever,192,3,2026,[],False,0,none
Chain Singh,"Useless app and not refund for the bad food.""",1,2026-03-23 00:34:16,Swiggy,useless app and not refund for the bad food,45,3,2026,[],False,0,none
Shoham Shridhar,todha bhot discount jada diya karo ... off ke naam pe dukan se ₹10 jada lete ho,5,2026-03-23 00:23:15,Swiggy,todha bhot discount jada diya karo off ke naam pe dukan se 10 jada lete ho,79,3,2026,[],False,0,none
Aman Rajput,very poor service close your app,1,2026-03-23 00:19:39,Swiggy,very poor service close your app,32,3,2026,[],False,0,none
Noorul Hassan,best app and fast delivery,5,2026-03-23 00:15:12,Swiggy,best app and fast delivery,26,3,2026,[],False,0,none
chanukya gorla,Used to place 8-10 orders every 2-3 days..Unable to help with a simple cancel and refund even after reaching them in less than a minute due to incorrect address. Took 1.5 hours order marked as delivered..next cancelled..no refund..Fine 🤷🏻‍♂ No more orders # Worst service,1,2026-03-22 23:48:12,Swiggy,used to place 8 10 orders every 2 3 days unable to help with a simple cancel and refund even after reaching them in less than a minute due to incorrect address took 1 5 hours order marked as delivered next cancelled no refund fine no more orders worst service,271,3,2026,['roach_motel'],True,1,roach_motel
TamiL Soup BoyS,Very very worst service.... Fraud company ... Im waiting for my food more than 1:30 hrs but not came... fraud company,1,2026-03-22 23:47:32,Swiggy,very very worst service fraud company im waiting for my food more than 1 30 hrs but not came fraud company,117,3,2026,[],False,0,none
Or for Orotnf,bhai jaldi se aa raha hai ok 👌🏻,5,2026-03-22 23:41:36,Swiggy,bhai jaldi se aa raha hai ok,31,3,2026,[],False,0,none
Abhishek Kaithwas,"My default address was my home's address in mumbai. However, my order reached some random location far away from my home. I was asked by the customer care to pick up the delivery from that location. Eventually, my order got cancelled with no refund. They charged me a complete order fee as cancellation charges. I have been a loyal Swiggy customer for more than 5 years. Uninstalled the app and will not use Swiggy ever again. Then used Zomato to order the same food from the same location.",1,2026-03-22 23:37:16,Swiggy,my default address was my home s address in mumbai however my order reached some random location far away from my home i was asked by the customer care to pick up the delivery from that location eventually my order got cancelled with no refund they charged me a complete order fee as cancellation charges i have been a loyal swiggy customer for more than 5 years uninstalled the app and will not use swiggy ever again then used zomato to order the same food from the same location,490,3,2026,['roach_motel'],True,1,roach_motel
SAGAR PARIKH,"Hattrick...Sharing experience of 3 consecutive orders placed in Gota, Ahmedabad. Restaurants don't PRIORITIZE Swiggy's orders. One order cancelled by restaurant after 25 minutes. Second order delayed by 25 minutes. Today, delivery partner reached the restaurant but they didn't prepare the food neither listen to delivery partner. Despite of membership, No help from Swiggy.. Still waiting for refund...Very frustrating..",1,2026-03-22 23:30:42,Swiggy,hattrick sharing experience of 3 consecutive orders placed in gota ahmedabad restaurants don t prioritize swiggy s orders one order cancelled by restaurant after 25 minutes second order delayed by 25 minutes today delivery partner reached the restaurant but they didn t prepare the food neither listen to delivery partner despite of membership no help from swiggy still waiting for refund very frustrating,421,3,2026,[],False,0,none
Ujjal Halder,The food is very good but the prices are getting a bit high and I wish the delivery boy was better.,5,2026-03-22 23:27:33,Swiggy,the food is very good but the prices are getting a bit high and i wish the delivery boy was better,99,3,2026,[],False,0,none
Amrita Singh,delivery boy hired by Swiggy is all fraud......,1,2026-03-22 23:26:23,Swiggy,delivery boy hired by swiggy is all fraud,47,3,2026,[],False,0,none
Nisha Gupta,Worst customer service! worst app! They give contaminated food... the food delivery guy contaminated the food and gave leftovers and sealed again. We complained about it but haven't received our money back. This app asked us to compensate with ₹45 for a hefty amount of order from WOW CHINA. Don't waste your money here. DELETE THE APP! Will get this issue escalated in FSSAI.,1,2026-03-22 23:10:07,Swiggy,worst customer service worst app they give contaminated food the food delivery guy contaminated the food and gave leftovers and sealed again we complained about it but haven t received our money back this app asked us to compensate with 45 for a hefty amount of order from wow china don t waste your money here delete the app will get this issue escalated in fssai,376,3,2026,[],False,0,none
Karthik raja,"The customer service here is unacceptable. They show no concern for the fact that I’ve paid for items that were never delivered. Reaching an executive is a struggle, and when I finally do, there is no apology—only a tiny refund or coupon. They treat their customers like beggars asking for a handout rather than paying clients seeking a fair resolution. This is truly the worst service experience.",1,2026-03-22 23:01:01,Swiggy,the customer service here is unacceptable they show no concern for the fact that i ve paid for items that were never delivered reaching an executive is a struggle and when i finally do there is no apology only a tiny refund or coupon they treat their customers like beggars asking for a handout rather than paying clients seeking a fair resolution this is truly the worst service experience,397,3,2026,[],False,0,none
MEGHNA SHETTY,received wrong order which I didn't ordered. I want my refund money.,1,2026-03-22 22:57:03,Swiggy,received wrong order which i didn t ordered i want my refund money,68,3,2026,[],False,0,none
amit kumar Singh,delivery boy and Swiggy coordinator both are wasted of time agar recording bhejne ka system hota to mai dikhata......,1,2026-03-22 22:55:40,Swiggy,delivery boy and swiggy coordinator both are wasted of time agar recording bhejne ka system hota to mai dikhata,117,3,2026,[],False,0,none
pawanjeet chauhan,pawanjeet chauhan Nice 👍👍👍,5,2026-03-22 22:54:06,Swiggy,pawanjeet chauhan nice,26,3,2026,[],False,0,none
Aman Husain (W!ZARD),"The pizza was very bad, it felt like cheese was put in bread, but the delivery was fast But I hope the next experience is good.",4,2026-03-22 22:46:45,Swiggy,the pizza was very bad it felt like cheese was put in bread but the delivery was fast but i hope the next experience is good,127,3,2026,[],False,0,none
Shekhar Joshi,"superbad organization, full of thieves",1,2026-03-22 22:30:04,Swiggy,superbad organization full of thieves,38,3,2026,[],False,0,none
Soumya Ranjan Sethy,"I usually don’t write reviews, but this experience really pushed me to. My order got delayed a lot, and when it finally arrived, a few items were missing. That itself was disappointing, but what made it worse was the support experience. I tried reaching out for help, and instead of resolving the issue, I was asked to upload pictures multiple times, even after I had already shared them. I spent more than an hour just trying to explain the issue and get a refund, but nothing actually got resolved.",1,2026-03-22 22:29:28,Swiggy,i usually don t write reviews but this experience really pushed me to my order got delayed a lot and when it finally arrived a few items were missing that itself was disappointing but what made it worse was the support experience i tried reaching out for help and instead of resolving the issue i was asked to upload pictures multiple times even after i had already shared them i spent more than an hour just trying to explain the issue and get a refund but nothing actually got resolved,500,3,2026,[],False,0,none
Shad Shamsudheen,pls make your tiping prosess easy,2,2026-03-22 22:23:13,Swiggy,pls make your tiping prosess easy,33,3,2026,[],False,0,none
Jariya Nazeer,Easy to understand the app .,4,2026-03-22 22:19:08,Swiggy,easy to understand the app,28,3,2026,[],False,0,none
Gaurav Kumar,overall is better from other platforms.,5,2026-03-22 22:13:50,Swiggy,overall is better from other platforms,39,3,2026,[],False,0,none
Shasu Kurade,Good 💯 useful emergency,5,2026-03-22 22:13:48,Swiggy,good useful emergency,23,3,2026,[],False,0,none
amit Agarwal,I order biryani first time but they not delivered time bdjatksymshmnt,1,2026-03-22 22:13:26,Swiggy,i order biryani first time but they not delivered time bdjatksymshmnt,69,3,2026,[],False,0,none
RANJAN KUMAR,RANJAN KUMAR ❤️❤️❤️❤️❤️❤️❤️❤️,5,2026-03-22 21:59:51,Swiggy,ranjan kumar,29,3,2026,[],False,0,none
SHANKAR shankar,it's to late bad test,3,2026-03-22 21:59:44,Swiggy,it s to late bad test,21,3,2026,[],False,0,none
Mara Manjunatha,Delivery is delay more than 40 minutes what is the use of Swiggy one. after contacting the executive only assigned Delivery executive. Normally order delivered in 28 minutes and we spoke with restaurant also they said order prepared waiting for executive to pickup after contacting the customer executive assigned executive after 45 minutes,1,2026-03-22 21:57:30,Swiggy,delivery is delay more than 40 minutes what is the use of swiggy one after contacting the executive only assigned delivery executive normally order delivered in 28 minutes and we spoke with restaurant also they said order prepared waiting for executive to pickup after contacting the customer executive assigned executive after 45 minutes,340,3,2026,[],False,0,none
Siddharth Thakor,wrost experience ever.zomato is to good customer servise he wrost. more than 90 minutes Swiggy take to deliver a 6 inch pizza and after that the pizza delivered in cold condition.not order from Swiggy,1,2026-03-22 21:54:27,Swiggy,wrost experience ever zomato is to good customer servise he wrost more than 90 minutes swiggy take to deliver a 6 inch pizza and after that the pizza delivered in cold condition not order from swiggy,200,3,2026,[],False,0,none
Nagababu Ravutla,worst service ... chetta na kodaka,1,2026-03-22 21:53:06,Swiggy,worst service chetta na kodaka,34,3,2026,[],False,0,none
Anusha T S,"worst service, no initiative",1,2026-03-22 21:52:44,Swiggy,worst service no initiative,28,3,2026,[],False,0,none
Pawan Aryan,very good application 👍,5,2026-03-22 21:52:43,Swiggy,very good application,23,3,2026,[],False,0,none
Pradeep Patel,Nice Platform for food and groceries.,3,2026-03-22 21:44:14,Swiggy,nice platform for food and groceries,37,3,2026,[],False,0,none
Manoj Bisht,dekhte hai bhai kitna time lagta hai,3,2026-03-22 21:43:19,Swiggy,dekhte hai bhai kitna time lagta hai,36,3,2026,[],False,0,none
Bhaskar Reddy,"Dear Swiggy team, are your grievances and support teams on vacation for the last 1 month? AP Police and myself are reaching out to your emails on cyber crime fraud from last 1 month still no one is replying. How bad is your service there is no customer care number available.",1,2026-03-22 21:39:22,Swiggy,dear swiggy team are your grievances and support teams on vacation for the last 1 month ap police and myself are reaching out to your emails on cyber crime fraud from last 1 month still no one is replying how bad is your service there is no customer care number available,275,3,2026,[],False,0,none
Tarun Wadhwa,canceled my order after 40 minutes,1,2026-03-22 21:38:44,Swiggy,canceled my order after 40 minutes,34,3,2026,[],False,0,none
Rahul,almost overall good experience only few times show little high price but all time good price quality and best experience,4,2026-03-22 21:38:11,Swiggy,almost overall good experience only few times show little high price but all time good price quality and best experience,120,3,2026,['fake_scarcity'],True,1,fake_scarcity
kiruba supa,"very Worst app i lost my money here. Even if I ask for my money back, they won't give me a proper answer.“An in-charge person from the site is calling me and saying that I have to pay a penalty amount because I did not take orders properly. This incident happened several years ago. Now, suddenly, a person asking me to pay the penalty amount.”",2,2026-03-22 21:32:41,Swiggy,very worst app i lost my money here even if i ask for my money back they won t give me a proper answer an in charge person from the site is calling me and saying that i have to pay a penalty amount because i did not take orders properly this incident happened several years ago now suddenly a person asking me to pay the penalty amount,344,3,2026,[],False,0,none
Aayush Mayekar,It was a terrible experience I got from Swiggy after getting a refund they showed that the amount has been credited in my account yet there is no such thing that happened after contacting my bank multiple times and calling and emailing Swiggy they are not doing anything to solve it the customer support is terrible,1,2026-03-22 21:23:21,Swiggy,it was a terrible experience i got from swiggy after getting a refund they showed that the amount has been credited in my account yet there is no such thing that happened after contacting my bank multiple times and calling and emailing swiggy they are not doing anything to solve it the customer support is terrible,315,3,2026,[],False,0,none
Jayatendra Sharma,very late and no reaponse,2,2026-03-22 21:17:37,Swiggy,very late and no reaponse,25,3,2026,[],False,0,none
Tsakhe Kenye,Swingy cancelled my dinner at the last minute,1,2026-03-22 21:13:59,Swiggy,swingy cancelled my dinner at the last minute,45,3,2026,[],False,0,none
Sanyam Jain,"ordered food, got it after 40 mins even though the place from where the order was coming was not even 10 mins, the delivery partner was going to different bld,instead of giving proper address, hence i received cold food",1,2026-03-22 21:05:09,Swiggy,ordered food got it after 40 mins even though the place from where the order was coming was not even 10 mins the delivery partner was going to different bld instead of giving proper address hence i received cold food,219,3,2026,[],False,0,none
Joy Mukherjee,nice prodack plize caran my order,5,2026-03-22 21:03:57,Swiggy,nice prodack plize caran my order,33,3,2026,[],False,0,none
Durgababulal Pawar,Nice but late delivery,4,2026-03-22 21:01:15,Swiggy,nice but late delivery,22,3,2026,[],False,0,none
Muhd Lipin,Is a good thing everyone try this 👍,5,2026-03-22 21:00:54,Swiggy,is a good thing everyone try this,35,3,2026,[],False,0,none
Muskaan,The order was delivered with missing items and no refund was givin. Worst experience.,1,2026-03-22 20:54:39,Swiggy,the order was delivered with missing items and no refund was givin worst experience,85,3,2026,['roach_motel'],True,1,roach_motel
